ck_id	county	duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	baronies_867	baronies_1066	baronies_1178	development	special_buildings	culture_867	culture_1066	culture_1178	religion_867	religion_1066	religion_1178	names	anchor	source_url
c_freistadt		Freistadt	Austria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Freistadt	https://ck3.paradoxwikis.com/List_of_counties#Freistadt
c_frisia		Frisia	Frisia	Frisia	Frisia	Frisia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Dutch	Dutch	Frisian	Catholicism	Catholicism	Catholicism	Frisia	https://ck3.paradoxwikis.com/List_of_counties#Frisia
c_friuli		Friuli	Friuli	Italy	Italy	Italy	Italia	Italia	Italia	3	5	8	24		Cisalpine	Cisalpine	Cisalpine	Catholicism	Catholicism	Catholicism	Friuli	https://ck3.paradoxwikis.com/List_of_counties#Friuli
c_frontenhausen		Frontenhausen	Bavaria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	4	7	10	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Frontenhausen	https://ck3.paradoxwikis.com/List_of_counties#Frontenhausen
c_fulda		Fulda	Hesse	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Fulda	https://ck3.paradoxwikis.com/List_of_counties#Fulda
c_furstenberg		Furstenberg	Swabia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Swabian	Swabian	Swabian	Catholicism	Catholicism	Catholicism	Furstenberg	https://ck3.paradoxwikis.com/List_of_counties#Furstenberg
c_fyn		Fyn	SjÃ¦lland	Denmark	Denmark	Denmark	Scandinavia	Scandinavia	Scandinavia	3	3	12	15		Norse	Danish	Danish	ÃsatrÃº	Catholicism	Catholicism	Fyn	https://ck3.paradoxwikis.com/List_of_counties#Fyn
c_gacka		Gacka	Croatia	Croatia	Croatia	Croatia	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	5	8	24		Croatian	Croatian	Croatian	Catholicism	Catholicism	Catholicism	Gacka	https://ck3.paradoxwikis.com/List_of_counties#Gacka
c_gala_i		GalaÈi	Moldavia	Moldavia	Moldavia	Moldavia	Carpathia	Carpathia	Carpathia	3	2	5	8		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy	GalaÈi	https://ck3.paradoxwikis.com/List_of_counties#Gala%C3%88%C2%9Bi
c_galatia		Galatia	Bucellaria	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	6	8	12	14		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Galatia	https://ck3.paradoxwikis.com/List_of_counties#Galatia
c_galatia_salutaris		Galatia Salutaris	Anatolia	Anatolia	Anatolia	Rum	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	6	9	18		Greek	Greek	Turkmen	Orthodoxy	Orthodoxy	Maturidism	Galatia_Salutaris	https://ck3.paradoxwikis.com/List_of_counties#Galatia_Salutaris
c_galindia		Galindia	Masuria	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	3	2	6	20		Prussian	Prussian	Prussian	Vidilism	Vidilism	Vidilism	Galindia	https://ck3.paradoxwikis.com/List_of_counties#Galindia
c_galloway		Galloway	Strathclyde	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	3	2	8	20		Cumbrian	Gaelic	Gaelic	Catholicism	Catholicism	Catholicism	Galloway	https://ck3.paradoxwikis.com/List_of_counties#Galloway
c_gallura		Gallura	Sardinia	Sardinia	Sardinia	Sardinia	Italia	Italia	Italia	2	4	7	20		Sardinian	Sardinian	Sardinian	Orthodoxy	Catholicism	Catholicism	Gallura	https://ck3.paradoxwikis.com/List_of_counties#Gallura
c_gauld_lafylki		GauldÃ¦lafylki	UpplÃ¶nd	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	2	2	4	24		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	GauldÃ¦lafylki	https://ck3.paradoxwikis.com/List_of_counties#Gauld%C3%83%C2%A6lafylki
c_gda_sk		GdaÅsk	Pomerelia	Pomerania	Pomerania	Pomerania	Baltic Empire	Baltic Empire	Baltic Empire	4	3	11	24		Pomeranian	Pomeranian	Pomeranian	Slovianska Pravda	Slovianska Pravda	Catholicism	GdaÅsk	https://ck3.paradoxwikis.com/List_of_counties#Gda%C3%85%C2%84sk
c_geisenhausen		Geisenhausen	Bavaria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	2	7	10	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Geisenhausen	https://ck3.paradoxwikis.com/List_of_counties#Geisenhausen
c_gemer		Gemer	Nitra	Great Moravia	Hungary	Hungary	West-Slavia	Carpathia	Carpathia	3	4	8	13		Slovien	Hungarian	Hungarian	Catholicism	Catholicism	Catholicism	Gemer	https://ck3.paradoxwikis.com/List_of_counties#Gemer
c_geneva		Geneva	Savoy	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	4	6	10	14		French	French	French	Catholicism	Catholicism	Catholicism	Geneva	https://ck3.paradoxwikis.com/List_of_counties#Geneva
c_genoa		Genoa	Genoa	Italy	Italy	Italy	Italia	Italia	Italia	3	8	12	31	Walls of Genoa	Cisalpine	Cisalpine	Cisalpine	Catholicism	Catholicism	Catholicism	Genoa	https://ck3.paradoxwikis.com/List_of_counties#Genoa
c_gestrikalandia		Gestrikalandia	Uppland	Sweden	Sweden	Sweden	Scandinavia	Scandinavia	Scandinavia	3	2	4	24		Norse	Swedish	Swedish	ÃsatrÃº	ÃsatrÃº	Catholicism	Gestrikalandia	https://ck3.paradoxwikis.com/List_of_counties#Gestrikalandia
c_g_vaudan		GÃ©vaudan	Toulouse	Aquitaine	France	France	Francia	Francia	Francia	4	5	8	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism	GÃ©vaudan	https://ck3.paradoxwikis.com/List_of_counties#G%C3%83%C2%A9vaudan
c_girona		Girona	Barcelona	Aquitaine	Aragon	Aragon	Francia	Hispania	Hispania	3	5	9	24		Catalan	Catalan	Catalan	Catholicism	Catholicism	Catholicism	Girona	https://ck3.paradoxwikis.com/List_of_counties#Girona
c_giurgiu		Giurgiu	Muntenia	Wallachia	Wallachia	Wallachia	Carpathia	Carpathia	Carpathia	6	3	7	24		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy	Giurgiu	https://ck3.paradoxwikis.com/List_of_counties#Giurgiu
c_gleichenstein		Gleichenstein	ThÃ¼ringia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Gleichenstein	https://ck3.paradoxwikis.com/List_of_counties#Gleichenstein
c_gloucestershire		Gloucestershire	Hwicce	England	England	England	Britannia	Britannia	Britannia	4	5	8	24	Forest of Dean Mining Settlement	Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Gloucestershire	https://ck3.paradoxwikis.com/List_of_counties#Gloucestershire
c_gnezdovo		Gnezdovo	Smolensk	White Rus'	White Rus'	White Rus'	Russia	Russia	Russia	3	3	5	6		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Gnezdovo	https://ck3.paradoxwikis.com/List_of_counties#Gnezdovo
c_gniezno		Gniezno	Polania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	4	3	9	20		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Gniezno	https://ck3.paradoxwikis.com/List_of_counties#Gniezno
c_goriza		Goriza	Friuli	Italy	Italy	Italy	Italia	Italia	Italia	2	5	8	24		Carantanian	Carantanian	Carantanian	Catholicism	Catholicism	Catholicism	Goriza	https://ck3.paradoxwikis.com/List_of_counties#Goriza
c_g_rlitz		GÃ¶rlitz	Meissen	Sorbia	East Francia	East Francia	West-Slavia	Holy Roman Empire	Holy Roman Empire	3	4	8	24		Polabian	Polabian	Polabian	Slovianska Pravda	Slovianska Pravda	Catholicism	GÃ¶rlitz	https://ck3.paradoxwikis.com/List_of_counties#G%C3%83%C2%B6rlitz
c_goslar		Goslar	ThÃ¼ringia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	2	5	8	24	Rammelsberg Mining Settlement	Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Goslar	https://ck3.paradoxwikis.com/List_of_counties#Goslar
c_gostynin		Gostynin	Mazovia	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	4	2	6	11		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Gostynin	https://ck3.paradoxwikis.com/List_of_counties#Gostynin
c_gotland		Gotland	Visby	Sweden	Sweden	Sweden	Scandinavia	Scandinavia	Scandinavia	4	3	10	24	Visby Ringmur	Norse	Swedish	Swedish	ÃsatrÃº	Catholicism	Catholicism	Gotland	https://ck3.paradoxwikis.com/List_of_counties#Gotland
c_gowrie		Gowrie	Albany	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	3	4	9	20		Pictish	Gaelic	Gaelic	Catholicism	Catholicism	Catholicism	Gowrie	https://ck3.paradoxwikis.com/List_of_counties#Gowrie
c_granada		Granada	Granada	Andalusia	Andalusia	Andalusia	Hispania	Hispania	Hispania	3	12	17	30	Alhambra Fortress Ruins	Andalusian	Andalusian	Andalusian	Muwalladism	Muwalladism	Muwalladism	Granada	https://ck3.paradoxwikis.com/List_of_counties#Granada
c_graz		Graz	Steyermark	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	5	5	8	24		Carantanian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Graz	https://ck3.paradoxwikis.com/List_of_counties#Graz
c_grisons		Grisons	Currezia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Swabian	Swabian	Swabian	Catholicism	Catholicism	Catholicism	Grisons	https://ck3.paradoxwikis.com/List_of_counties#Grisons
c_grobin		Grobin	Courland	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	4	2	5	8		Latgalian	Latgalian	Latgalian	Vidilism	Vidilism	Vidilism	Grobin	https://ck3.paradoxwikis.com/List_of_counties#Grobin
c_grodno		Grodno	Grodno	White Rus'	White Rus'	White Rus'	Russia	Russia	Russia	2	2	5	8		Lithuanian	Lithuanian	Lithuanian	Vidilism	Vidilism	Vidilism	Grodno	https://ck3.paradoxwikis.com/List_of_counties#Grodno
c_groningen		Groningen	Utrecht	Frisia	Frisia	Frisia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Dutch	Dutch	Dutch	Catholicism	Catholicism	Catholicism	Groningen	https://ck3.paradoxwikis.com/List_of_counties#Groningen
c_grunberg		Grunberg	Silesia	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	3	3	8	24		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Grunberg	https://ck3.paradoxwikis.com/List_of_counties#Grunberg
c_gr_nningen		GrÃ¼nningen	Swabia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Swabian	Swabian	Swabian	Catholicism	Catholicism	Catholicism	GrÃ¼nningen	https://ck3.paradoxwikis.com/List_of_counties#Gr%C3%83%C2%BCnningen
c_gu_brandsdalir		GuÃ°brandsdalir	UpplÃ¶nd	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	4	2	4	24		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	GuÃ°brandsdalir	https://ck3.paradoxwikis.com/List_of_counties#Gu%C3%83%C2%B0brandsdalir
c_guelders		Guelders	Gelre	Frisia	Frisia	Frisia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Dutch	Dutch	Dutch	Catholicism	Catholicism	Catholicism	Guelders	https://ck3.paradoxwikis.com/List_of_counties#Guelders
c_gu_nes		GuÃ®nes	Flanders	France	France	France	Francia	Francia	Francia	3	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism	GuÃ®nes	https://ck3.paradoxwikis.com/List_of_counties#Gu%C3%83%C2%AEnes
c_guria		Guria	Abkhazia	Georgia	Georgia	Georgia	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	7	10	24		Georgian	Georgian	Georgian	Orthodoxy	Orthodoxy	Orthodoxy	Guria	https://ck3.paradoxwikis.com/List_of_counties#Guria
c_gwent		Gwent	Deheubarth	Wales	Wales	Wales	Britannia	Britannia	Britannia	2	4	7	20		Welsh	Welsh	English	Catholicism	Catholicism	Catholicism	Gwent	https://ck3.paradoxwikis.com/List_of_counties#Gwent
c_gyor		Gyor	Gyor	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	2	2	8	15		Slovien	Hungarian	Hungarian	Catholicism	Catholicism	Catholicism	Gyor	https://ck3.paradoxwikis.com/List_of_counties#Gyor
c_hadrianeia		Hadrianeia	Thracesia	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	6	10	18		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Hadrianeia	https://ck3.paradoxwikis.com/List_of_counties#Hadrianeia
c_hadrianopolis		Hadrianopolis	Bucellaria	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	6	10	18		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Hadrianopolis	https://ck3.paradoxwikis.com/List_of_counties#Hadrianopolis
c_hainaut		Hainaut	Brabant	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism	Hainaut	https://ck3.paradoxwikis.com/List_of_counties#Hainaut
c_halberstadt		Halberstadt	Anhalt	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	6	9	13		Saxon	Saxon	Saxon	Catholicism	Catholicism	Catholicism	Halberstadt	https://ck3.paradoxwikis.com/List_of_counties#Halberstadt
c_halland		Halland	SkÃ¥ne	Denmark	Denmark	Denmark	Scandinavia	Scandinavia	Scandinavia	3	4	12	15		Norse	Danish	Danish	ÃsatrÃº	Catholicism	Catholicism	Halland	https://ck3.paradoxwikis.com/List_of_counties#Halland
c_hallstatt		Hallstatt	Salzburg	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Hallstatt	https://ck3.paradoxwikis.com/List_of_counties#Hallstatt
c_halsingland		Halsingland	Norrland	Sweden	Sweden	Sweden	Scandinavia	Scandinavia	Scandinavia	4	2	4	24		Norse	Swedish	Swedish	ÃsatrÃº	ÃsatrÃº	Catholicism	Halsingland	https://ck3.paradoxwikis.com/List_of_counties#Halsingland
c_halych		Halych	Halych	Galicia-Volhynia	Galicia-Volhynia	Galicia-Volhynia	West-Slavia	West-Slavia	West-Slavia	4	2	9	20		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Halych	https://ck3.paradoxwikis.com/List_of_counties#Halych
c_hamburg		Hamburg	Ostfalen	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	8	12	14		Saxon	Saxon	Saxon	Catholicism	Catholicism	Catholicism	Hamburg	https://ck3.paradoxwikis.com/List_of_counties#Hamburg
c_hampshire		Hampshire	Wessex	England	England	England	Britannia	Britannia	Britannia	5	8	11	24		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Hampshire	https://ck3.paradoxwikis.com/List_of_counties#Hampshire
c_hannover		Hannover	Angria	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Saxon	Saxon	Saxon	Catholicism	Catholicism	Catholicism	Hannover	https://ck3.paradoxwikis.com/List_of_counties#Hannover
c_havelberg		Havelberg	Nordmark	Pomerania	Pomerania	Pomerania	Baltic Empire	Baltic Empire	Baltic Empire	2	2	8	24		Polabian	Polabian	Saxon	Slovianska Pravda	Slovianska Pravda	Catholicism	Havelberg	https://ck3.paradoxwikis.com/List_of_counties#Havelberg
c_hayk		Hayk	Greater Armenia	Armenia	Armenia	Armenia	Byzantine Empire	Byzantine Empire	Byzantine Empire	5	7	10	44	Great Fire Temple/Cathedral of Vagarshapat	Armenian	Armenian	Armenian	Apostolic	Apostolic	Apostolic	Hayk	https://ck3.paradoxwikis.com/List_of_counties#Hayk
c_hei_m_rk		HeiÃ°mÃ¶rk	UpplÃ¶nd	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	3	2	7	13		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	HeiÃ°mÃ¶rk	https://ck3.paradoxwikis.com/List_of_counties#Hei%C3%83%C2%B0m%C3%83%C2%B6rk
c_helenopontus		Helenopontus	Armeniac	Pontus	Pontus	Pontus	Byzantine Empire	Byzantine Empire	Byzantine Empire	5	6	9	14		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Helenopontus	https://ck3.paradoxwikis.com/List_of_counties#Helenopontus
c_helgum		Helgum	Jamtaland	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	4	2	4	24		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	Helgum	https://ck3.paradoxwikis.com/List_of_counties#Helgum
c_herdalr		Herdalr	Jamtaland	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	3	2	4	24		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	Herdalr	https://ck3.paradoxwikis.com/List_of_counties#Herdalr
c_herefordshire		Herefordshire	Mercia	England	England	England	Britannia	Britannia	Britannia	3	5	8	14	Offa's Dyke/Offa's Dyke/Offa's Dyke	Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Herefordshire	https://ck3.paradoxwikis.com/List_of_counties#Herefordshire
c_hereti		Hereti	Georgia	Georgia	Georgia	Georgia	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	6	9	13		Georgian	Georgian	Georgian	Orthodoxy	Orthodoxy	Orthodoxy	Hereti	https://ck3.paradoxwikis.com/List_of_counties#Hereti
c_hertfordshire		Hertfordshire	Essex	England	England	England	Britannia	Britannia	Britannia	3	6	9	13		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Hertfordshire	https://ck3.paradoxwikis.com/List_of_counties#Hertfordshire
c_heves		Heves	Visegrad	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	5	2	8	24		Avar	Hungarian	Hungarian	Tengriism	Catholicism	Catholicism	Heves	https://ck3.paradoxwikis.com/List_of_counties#Heves
c_hildesheim		Hildesheim	Angria	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Saxon	Saxon	Saxon	Catholicism	Catholicism	Catholicism	Hildesheim	https://ck3.paradoxwikis.com/List_of_counties#Hildesheim
c_hohenau		Hohenau	Austria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Hohenau	https://ck3.paradoxwikis.com/List_of_counties#Hohenau
c_hohenberg		Hohenberg	Swabia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	2	5	8	24		Swabian	Swabian	Swabian	Catholicism	Catholicism	Catholicism	Hohenberg	https://ck3.paradoxwikis.com/List_of_counties#Hohenberg
c_hohenburg		Hohenburg	Nordgau	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Hohenburg	https://ck3.paradoxwikis.com/List_of_counties#Hohenburg
c_hohenlohe		Hohenlohe	East Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Hohenlohe	https://ck3.paradoxwikis.com/List_of_counties#Hohenlohe
c_holland		Holland	Holland	Frisia	Frisia	Frisia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Dutch	Dutch	Dutch	Catholicism	Catholicism	Catholicism	Holland	https://ck3.paradoxwikis.com/List_of_counties#Holland
c_honorias		Honorias	Bucellaria	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	7	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Honorias	https://ck3.paradoxwikis.com/List_of_counties#Honorias
c_hont		Hont	Nitra	Great Moravia	Hungary	Hungary	West-Slavia	Carpathia	Carpathia	6	4	8	13		Slovien	Slovien	Slovien	Catholicism	Catholicism	Catholicism	Hont	https://ck3.paradoxwikis.com/List_of_counties#Hont
c_h_r_aland		HÃ¶rÃ°aland	GulaÃ¾ingslÃ¶g	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	5	2	7	13		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	HÃ¶rÃ°aland	https://ck3.paradoxwikis.com/List_of_counties#H%C3%83%C2%B6r%C3%83%C2%B0aland
c_hotin		Hotin	Bukovina	Moldavia	Moldavia	Moldavia	Carpathia	Carpathia	Carpathia	3	2	5	8	Hotin Fort	Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Hotin	https://ck3.paradoxwikis.com/List_of_counties#Hotin
c_hradec		Hradec	Bohemia	Bohemia	Bohemia	Bohemia	West-Slavia	Holy Roman Empire	Holy Roman Empire	4	3	8	24		Czech	Czech	Czech	Slovianska Pravda	Catholicism	Catholicism	Hradec	https://ck3.paradoxwikis.com/List_of_counties#Hradec
c_hradyzk		Hradyzk	Pereyaslavl	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	4	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Hradyzk	https://ck3.paradoxwikis.com/List_of_counties#Hradyzk
c_huesca		Huesca	Aragon	Valencia	Aragon	Aragon	Hispania	Hispania	Hispania	2	6	9	24		Basque	Aragonese	Aragonese	Catholicism	Catholicism	Catholicism	Huesca	https://ck3.paradoxwikis.com/List_of_counties#Huesca
c_huntingdonshire		Huntingdonshire	Mercia	England	England	England	Britannia	Britannia	Britannia	3	5	8	13		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Huntingdonshire	https://ck3.paradoxwikis.com/List_of_counties#Huntingdonshire
c_hunyad		Hunyad	Transylvania	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	3	2	8	24		Avar	Hungarian	Hungarian	Tengriism	Catholicism	Catholicism	Hunyad	https://ck3.paradoxwikis.com/List_of_counties#Hunyad
c_hvosno		Hvosno	RaÅ¡ka	Serbia	Serbia	Serbia	Byzantine Empire	Byzantine Empire	Byzantine Empire	5	5	8	24	TrepÄa Mining Settlement	Serbian	Serbian	Serbian	Orthodoxy	Orthodoxy	Orthodoxy	Hvosno	https://ck3.paradoxwikis.com/List_of_counties#Hvosno
c_hy_many		Hy Many	Connacht	Ireland	Ireland	Ireland	Britannia	Britannia	Britannia	4	2	6	14		Irish	Irish	Irish	Insularism	Insularism	Insularism	Hy_Many	https://ck3.paradoxwikis.com/List_of_counties#Hy_Many
c_ialomita		Ialomita	Muntenia	Wallachia	Wallachia	Wallachia	Carpathia	Carpathia	Carpathia	2	3	7	24		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy	Ialomita	https://ck3.paradoxwikis.com/List_of_counties#Ialomita
c_ia_i		IaÈi	Moldavia	Moldavia	Moldavia	Moldavia	Carpathia	Carpathia	Carpathia	3	2	5	8		Russian	Russian	Vlach	Slovianska Pravda	Orthodoxy	Orthodoxy	IaÈi	https://ck3.paradoxwikis.com/List_of_counties#Ia%C3%88%C2%99i
c_ibiza		Ibiza	Mallorca	Valencia	Valencia	Valencia	Hispania	Hispania	Hispania	1	4	6	9		Catalan	Catalan	Catalan	Mozarabism	Muwalladism	Muwalladism	Ibiza	https://ck3.paradoxwikis.com/List_of_counties#Ibiza
c_inari		Inari	Giemajohka	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	3	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko	Inari	https://ck3.paradoxwikis.com/List_of_counties#Inari
c_ingolstadt		Ingolstadt	Bavaria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	7	10	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Ingolstadt	https://ck3.paradoxwikis.com/List_of_counties#Ingolstadt
c_inner_hebrides		Inner Hebrides	Isles	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	3	2	8	20	Grand Cathedral	Gaelic	Gaelic	Gaelic	Insularism	Catholicism	Catholicism	Inner_Hebrides	https://ck3.paradoxwikis.com/List_of_counties#Inner_Hebrides
c_innsbruck		Innsbruck	Tyrol	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	8	12	14	Schwaz Mining Settlement	Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Innsbruck	https://ck3.paradoxwikis.com/List_of_counties#Innsbruck
c_inverness		Inverness	Moray	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	5	2	6	11		Gaelic	Gaelic	Gaelic	Insularism	Catholicism	Catholicism	Inverness	https://ck3.paradoxwikis.com/List_of_counties#Inverness
c_ionia		Ionia	Ephesos	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	6	7	11	16		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Ionia	https://ck3.paradoxwikis.com/List_of_counties#Ionia
c_ipuskoa		Ipuskoa	Viscaya	Navarra	Navarra	Navarra	Hispania	Hispania	Hispania	2	7	8	24		Basque	Basque	Basque	Catholicism	Catholicism	Catholicism	Ipuskoa	https://ck3.paradoxwikis.com/List_of_counties#Ipuskoa
c_isauria		Isauria	Anatolia	Anatolia	Anatolia	Rum	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	6	9	18		Greek	Greek	Turkmen	Orthodoxy	Orthodoxy	Maturidism	Isauria	https://ck3.paradoxwikis.com/List_of_counties#Isauria
c_isle_de_france		Isle de France	Valois	France	France	France	Francia	Francia	Francia	6	15	22	48	Notre-Dame/University	French	French	French	Catholicism	Catholicism	Catholicism	Isle_de_France	https://ck3.paradoxwikis.com/List_of_counties#Isle_de_France
c_isle_of_man		Isle of Man	Mann	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	2	2	6	11		Gaelic	Gaelic	Gaelic	Catholicism	Catholicism	Catholicism	Isle_of_Man	https://ck3.paradoxwikis.com/List_of_counties#Isle_of_Man
c_issoudun		Issoudun	Berry	France	France	France	Francia	Francia	Francia	3	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism	Issoudun	https://ck3.paradoxwikis.com/List_of_counties#Issoudun
